2018-05-09 18:40:42.195 JST [95317] LOG:  received fast shutdown request
2018-05-09 19:48:31.412 JST [120154] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:49:31.295 JST [120520] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.27 s
2018-05-09 19:49:31.638 JST [120520] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:50:31.355 JST [120889] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.27 s
2018-05-09 19:50:31.704 JST [120889] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:51:31.391 JST [121252] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.27 s
2018-05-09 19:51:31.757 JST [121252] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:52:31.444 JST [121614] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.27 s
2018-05-09 19:52:31.788 JST [121614] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:53:31.476 JST [121978] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.27 s
2018-05-09 19:53:31.820 JST [121978] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:54:31.524 JST [122336] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.27 s
2018-05-09 19:54:31.872 JST [122336] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.33 s
2018-05-09 19:55:31.578 JST [122736] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.26 s
2018-05-09 19:55:31.917 JST [122736] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.01 s, elapsed: 0.32 s
2018-05-09 19:56:31.615 JST [123100] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.01 s, elapsed: 0.27 s
2018-05-09 19:56:31.961 JST [123100] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:57:16.381 JST [123373] LOG:  starting vacuum on "pgbench_branches"
2018-05-09 19:57:22.010 JST [123373] LOG:  automatic vacuum of table "postgres.public.pgbench_branches": index scans: 1
	pages: 0 removed, 7009 remain, 2 skipped due to pins, 0 skipped frozen
	tuples: 102170 removed, 460508 remain, 454130 are dead but not yet removable, oldest xmin: 81011829
	buffer usage: 20078 hits, 1 misses, 3553 dirtied
	avg read rate: 0.001 MB/s, avg write rate: 4.931 MB/s
	system usage: CPU: user: 0.16 s, system: 0.03 s, elapsed: 5.62 s
2018-05-09 19:57:22.256 JST [123215] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.80 s, system: 0.40 s, elapsed: 30.88 s
2018-05-09 19:57:31.737 JST [123458] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.33 s
2018-05-09 19:57:32.081 JST [123458] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.07 s, system: 0.03 s, elapsed: 0.33 s
2018-05-09 19:58:31.784 JST [123862] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 19:58:32.144 JST [123862] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 19:59:31.836 JST [124221] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 19:59:32.184 JST [124221] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:00:31.965 JST [124588] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:00:32.323 JST [124588] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:01:32.025 JST [124972] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:01:32.372 JST [124972] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:02:32.080 JST [125331] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.34 s
2018-05-09 20:02:32.433 JST [125331] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:03:32.114 JST [125694] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:03:32.464 JST [125694] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:04:32.175 JST [126052] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.34 s
2018-05-09 20:04:32.530 JST [126052] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:05:27.204 JST [126387] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:05:32.221 JST [126417] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.04 s, elapsed: 0.34 s
2018-05-09 20:06:27.268 JST [126747] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:06:32.277 JST [126777] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:07:27.300 JST [127111] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:07:32.318 JST [127141] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 20:08:22.446 JST [127440] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:08:32.468 JST [127500] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:09:17.495 JST [127773] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:09:32.499 JST [127863] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:10:12.533 JST [128120] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:10:32.560 JST [128235] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:10:43.728 JST [95372] LOG:  checkpoint starting: time
2018-05-09 20:11:17.582 JST [128509] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.33 s
2018-05-09 20:11:47.718 JST [128684] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:12:27.744 JST [128928] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:12:57.775 JST [129103] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:13:37.803 JST [129346] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:14:07.812 JST [129531] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:14:42.856 JST [129734] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:15:18.035 JST [129948] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.49 s
2018-05-09 20:15:47.910 JST [130123] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:16:22.933 JST [130336] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:16:42.457 JST [95372] LOG:  checkpoint complete: wrote 5047220 buffers (77.0%); 0 WAL file(s) added, 5614 removed, 0 recycled; write=343.973 s, sync=0.102 s, total=358.728 s; sync files=141, longest=0.049 s, average=0.000 s; distance=91990155 kB, estimate=91990155 kB
2018-05-09 20:16:48.050 JST [130481] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:17:23.083 JST [130695] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:17:48.082 JST [130846] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:18:23.122 JST [131059] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:18:48.144 JST [131204] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.34 s
2018-05-09 20:19:23.177 JST [131418] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:19:48.185 JST [131571] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:20:23.217 JST [131791] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:20:48.240 JST [131936] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:21:23.275 JST [132150] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:21:48.454 JST [132296] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.02 s, elapsed: 0.50 s
2018-05-09 20:21:48.466 JST [132296] LOG:  starting vacuum on "pgbench_tellers"
2018-05-09 20:21:50.265 JST [132296] LOG:  automatic vacuum of table "postgres.public.pgbench_tellers": index scans: 1
	pages: 0 removed, 5672 remain, 0 skipped due to pins, 0 skipped frozen
	tuples: 207655 removed, 366255 remain, 285307 are dead but not yet removable, oldest xmin: 106879448
	buffer usage: 17706 hits, 0 misses, 352 dirtied
	avg read rate: 0.000 MB/s, avg write rate: 1.528 MB/s
	system usage: CPU: user: 0.27 s, system: 0.04 s, elapsed: 1.79 s
2018-05-09 20:22:10.390 JST [132210] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.93 s, system: 0.57 s, elapsed: 37.46 s
2018-05-09 20:22:23.298 JST [132516] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:22:48.316 JST [132663] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:23:23.355 JST [132876] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:23:48.373 JST [133021] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:24:23.406 JST [133234] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:24:48.413 JST [133384] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.34 s
2018-05-09 20:25:23.446 JST [133638] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:25:48.466 JST [133783] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:26:23.491 JST [133996] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:26:48.505 JST [134146] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:27:23.527 JST [134361] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.01 s, elapsed: 0.34 s
2018-05-09 20:27:48.555 JST [134506] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:28:23.588 JST [134762] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:28:43.587 JST [134882] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:29:23.727 JST [135125] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:29:43.743 JST [135240] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:30:23.776 JST [135490] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:30:43.788 JST [135605] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:31:23.823 JST [135849] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:31:43.836 JST [135972] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:32:23.876 JST [136216] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:32:43.905 JST [136331] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:33:23.958 JST [136574] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 20:33:38.948 JST [136664] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:34:24.012 JST [136932] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 20:34:34.016 JST [136992] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:35:24.062 JST [137296] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.35 s
2018-05-09 20:35:34.062 JST [137356] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:36:24.118 JST [137654] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:36:29.120 JST [137684] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.34 s
2018-05-09 20:37:24.157 JST [138019] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:37:24.505 JST [138019] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.33 s
2018-05-09 20:38:19.208 JST [138353] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:38:24.229 JST [138378] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:38:45.053 JST [98066] LOG:  automatic vacuum of table "postgres.public.pgbench_accounts": index scans: 1
	pages: 0 removed, 13220835 remain, 1 skipped due to pins, 0 skipped frozen
	tuples: 624137 removed, 805107649 remain, 11791983 are dead but not yet removable, oldest xmin: 7497414
	buffer usage: 22957273 hits, 10542223 misses, 7778326 dirtied
	avg read rate: 12.387 MB/s, avg write rate: 9.140 MB/s
	system usage: CPU: user: 338.53 s, system: 143.13 s, elapsed: 6648.86 s
2018-05-09 20:38:48.896 JST [138528] LOG:  starting vacuum on "pgbench_accounts"
2018-05-09 20:39:14.269 JST [138681] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.01 s, elapsed: 0.34 s
2018-05-09 20:39:24.274 JST [138742] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:40:14.314 JST [139052] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:40:24.335 JST [139107] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:40:43.741 JST [95372] LOG:  checkpoint starting: time
2018-05-09 20:41:19.369 JST [139443] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:41:34.399 JST [139528] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:42:29.444 JST [139862] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.33 s
2018-05-09 20:42:44.458 JST [139952] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:43:39.563 JST [140277] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:43:54.550 JST [140369] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:44:44.572 JST [140658] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:44:59.565 JST [140745] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:45:49.649 JST [141041] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 20:46:04.834 JST [141134] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.53 s
2018-05-09 20:46:31.086 JST [95372] LOG:  checkpoint complete: wrote 4153451 buffers (63.4%); 0 WAL file(s) added, 5426 removed, 0 recycled; write=332.446 s, sync=0.274 s, total=347.344 s; sync files=141, longest=0.242 s, average=0.001 s; distance=88898767 kB, estimate=91681016 kB
2018-05-09 20:46:54.685 JST [141424] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:47:09.690 JST [141522] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:47:54.719 JST [141788] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:48:14.746 JST [141911] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:48:54.765 JST [142146] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:49:19.802 JST [142299] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.10 s, system: 0.01 s, elapsed: 0.34 s
2018-05-09 20:49:54.822 JST [142504] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:50:24.836 JST [142699] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.33 s
2018-05-09 20:50:54.857 JST [142874] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.33 s
2018-05-09 20:51:24.895 JST [143057] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:51:55.101 JST [143232] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.02 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:52:25.123 JST [143420] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.02 s, elapsed: 0.34 s
2018-05-09 20:52:55.143 JST [143596] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.33 s
2018-05-09 20:53:25.179 JST [143779] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:53:55.365 JST [143955] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.04 s, system: 0.02 s, elapsed: 0.50 s
2018-05-09 20:54:09.860 JST [144053] LOG:  starting vacuum on "pgbench_tellers"
2018-05-09 20:54:11.417 JST [144053] LOG:  automatic vacuum of table "postgres.public.pgbench_tellers": index scans: 1
	pages: 0 removed, 5739 remain, 1 skipped due to pins, 0 skipped frozen
	tuples: 162113 removed, 531173 remain, 450603 are dead but not yet removable, oldest xmin: 140698890
	buffer usage: 17262 hits, 0 misses, 126 dirtied
	avg read rate: 0.000 MB/s, avg write rate: 0.632 MB/s
	system usage: CPU: user: 0.32 s, system: 0.03 s, elapsed: 1.55 s
2018-05-09 20:54:19.866 JST [144113] LOG:  starting vacuum on "pgbench_branches"
2018-05-09 20:54:25.480 JST [144138] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.11 s, system: 0.02 s, elapsed: 0.59 s
2018-05-09 20:54:25.804 JST [144113] LOG:  automatic vacuum of table "postgres.public.pgbench_branches": index scans: 1
	pages: 0 removed, 7298 remain, 4 skipped due to pins, 0 skipped frozen
	tuples: 53843 removed, 629696 remain, 621873 are dead but not yet removable, oldest xmin: 140698890
	buffer usage: 20503 hits, 0 misses, 3641 dirtied
	avg read rate: 0.000 MB/s, avg write rate: 4.790 MB/s
	system usage: CPU: user: 0.17 s, system: 0.03 s, elapsed: 5.93 s
2018-05-09 20:54:27.463 JST [143897] LOG:  automatic analyze of table "postgres.public.pgbench_history" system usage: CPU: user: 0.94 s, system: 0.51 s, elapsed: 42.61 s
2018-05-09 20:54:55.255 JST [144319] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.35 s
2018-05-09 20:55:25.264 JST [144544] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.08 s, system: 0.03 s, elapsed: 0.33 s
2018-05-09 20:55:55.323 JST [144719] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.02 s, elapsed: 0.36 s
2018-05-09 20:56:25.336 JST [144902] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
2018-05-09 20:56:55.371 JST [145078] LOG:  automatic analyze of table "postgres.public.pgbench_branches" system usage: CPU: user: 0.03 s, system: 0.01 s, elapsed: 0.35 s
2018-05-09 20:57:25.382 JST [145266] LOG:  automatic analyze of table "postgres.public.pgbench_tellers" system usage: CPU: user: 0.09 s, system: 0.03 s, elapsed: 0.34 s
